Date,Close_S,Open_S,High_S,Low_S,Close_B,Open_B,High_B,Low_B
2022-04-27,4183.96,4186.52,4240.71,4162.9,39243.0,38113.0,39447.0,37869.0
2022-04-28,4287.5,4222.58,4308.45,4188.63,39748.0,39243.0,40382.0,38888.0
2022-04-29,4131.93,4253.75,4269.68,4124.28,38581.0,39748.0,39919.0,38175.0
2022-05-02,4155.38,4130.61,4169.81,4062.51,38514.0,38472.0,39134.0,38061.0
2022-05-03,4175.48,4159.78,4200.1,4147.08,37718.0,38515.0,38647.0,37513.0
2022-05-04,4300.17,4181.18,4307.66,4148.91,39688.0,37717.0,40021.0,37660.0
2022-05-05,4146.87,4270.43,4270.43,4106.01,36544.0,39686.0,39833.0,36183.0
2022-05-06,4123.34,4128.17,4157.69,4067.91,36009.0,36540.0,36646.0,35267.0
2022-05-09,3991.24,4081.27,4081.27,3975.48,30095.0,34041.0,34227.0,30095.0
2022-05-10,4001.05,4035.18,4068.82,3958.17,31007.5,30098.2,32621.2,29831.0
2022-05-11,3935.18,3990.08,4049.09,3928.82,29068.2,31008.0,32113.6,27835.5
2022-05-12,3930.08,3903.95,3964.8,3858.87,28976.0,29073.4,30136.7,26500.5
2022-05-13,4023.89,3963.9,4038.88,3963.9,29284.4,28994.3,31002.7,28755.0
2022-05-16,4008.01,4013.02,4046.46,3983.99,29849.0,31308.3,31312.4,29135.8
2022-05-17,4088.85,4052.0,4090.72,4033.93,30437.5,29856.7,30720.1,29484.5
2022-05-18,3923.68,4051.98,4051.98,3911.91,28683.7,30437.5,30687.9,28648.1
2022-05-19,3900.79,3899.0,3945.96,3876.58,30305.9,28700.4,30525.1,28682.1
2022-05-20,3901.36,3927.76,3943.42,3810.32,29178.6,30305.9,30735.1,28738.5
2022-05-23,3973.75,3927.02,3981.88,3909.04,29093.3,30287.3,30644.8,28913.6
2022-05-24,3941.48,3942.94,3955.68,3875.13,29648.7,29091.6,29810.8,28706.1
2022-05-25,3978.73,3929.59,3999.33,3925.03,29540.6,29648.7,30202.3,29353.5
2022-05-26,4057.84,3984.6,4075.14,3984.6,29203.5,29537.9,29868.9,28077.9
2022-05-27,4158.24,4077.43,4158.49,4077.43,28601.2,29194.0,29377.1,28282.2
2022-05-31,4132.15,4151.09,4168.34,4104.88,31793.4,31730.2,32377.5,31221.2
2022-06-01,4101.23,4149.78,4166.54,4073.85,29798.5,31793.1,31969.9,29396.6
2022-06-02,4176.82,4095.41,4177.51,4074.37,30455.5,29798.6,30638.5,29604.4
2022-06-03,4108.54,4137.57,4142.67,4098.67,29700.9,30455.7,30674.8,29330.8
2022-06-06,4121.43,4134.72,4168.78,4109.18,31367.6,29911.2,31753.4,29888.6
2022-06-07,4160.68,4096.47,4164.86,4080.19,31128.8,31370.3,31556.6,29235.0
2022-06-08,4115.77,4147.12,4160.14,4107.2,30201.6,31127.2,31312.1,29874.8
2022-06-09,4017.82,4101.65,4119.1,4017.17,30097.8,30202.1,30691.4,29953.8
2022-06-10,3900.86,3974.39,3974.39,3900.16,29083.3,30097.4,30325.6,28884.9
2022-06-13,3749.63,3838.15,3838.15,3734.3,22448.0,26606.3,26857.6,22006.3
2022-06-14,3735.48,3763.52,3778.18,3705.68,22157.3,22449.1,23200.3,20860.9
2022-06-15,3789.99,3764.05,3837.56,3722.3,22577.9,22137.5,22754.4,20125.8
2022-06-16,3666.77,3728.18,3728.18,3639.77,20386.6,22577.9,22942.1,20231.1
2022-06-17,3674.84,3665.9,3707.71,3636.87,20444.6,20391.3,21315.4,20244.1
2022-06-21,3764.79,3715.31,3779.65,3715.31,20720.4,20571.6,21689.3,20371.7
2022-06-22,3759.89,3733.89,3801.79,3717.69,19965.8,20720.2,20864.3,19780.2
2022-06-23,3795.73,3774.71,3802.58,3743.52,21100.7,19967.3,21189.8,19907.5
2022-06-24,3911.74,3821.75,3913.65,3821.75,21226.9,21100.9,21488.7,20743.9
2022-06-27,3900.11,3920.76,3927.72,3889.66,20730.2,21037.7,21497.5,20568.0
2022-06-28,3821.55,3913.0,3945.86,3820.14,20278.0,20727.9,21200.2,20210.5
2022-06-29,3818.83,3825.09,3836.5,3799.02,20111.3,20278.0,20415.8,19880.7
2022-06-30,3785.38,3785.99,3818.99,3738.67,19926.6,20111.3,20155.1,18682.7
2022-07-01,3825.33,3781.0,3829.82,3752.1,19262.9,19926.6,20785.6,18980.1
2022-07-05,3831.39,3792.61,3832.19,3742.06,20200.6,20215.8,20706.9,19315.4
2022-07-06,3845.08,3831.98,3870.91,3809.37,20561.1,20180.4,20654.9,19785.3
2022-07-07,3902.62,3858.85,3910.63,3858.85,21637.8,20557.9,21817.8,20282.7
2022-07-08,3899.38,3888.26,3918.5,3869.34,21611.2,21637.1,22482.1,21207.0
2022-07-11,3854.43,3880.94,3880.94,3847.22,19963.2,20847.2,20855.0,19897.0
2022-07-12,3818.8,3851.95,3873.41,3802.36,19330.9,19963.2,20051.7,19279.6
2022-07-13,3801.78,3779.67,3829.44,3759.07,20250.0,19331.6,20250.8,18942.2
2022-07-14,3790.38,3763.99,3796.41,3721.56,20586.0,20250.0,20862.2,19664.9
2022-07-15,3863.16,3818.0,3863.62,3817.18,20825.1,20586.1,21178.1,20393.4
2022-07-18,3830.85,3883.79,3902.44,3818.63,22525.8,20785.6,22714.9,20770.6
2022-07-19,3936.69,3860.73,3939.81,3860.73,23410.2,22529.3,23757.3,21581.8
2022-07-20,3959.9,3935.32,3974.13,3922.03,23215.2,23412.0,24258.0,22944.4
2022-07-21,3998.95,3955.47,3999.29,3927.64,23153.0,23219.9,23403.8,22360.2
2022-07-22,3961.63,3998.43,4012.44,3938.86,22675.2,23150.0,23741.4,22524.2
2022-07-25,3966.84,3965.72,3975.3,3943.46,21301.9,22582.3,22653.3,21275.4
2022-07-26,3921.05,3953.22,3953.22,3910.74,21248.7,21301.6,21322.3,20737.3
2022-07-27,4023.61,3951.43,4039.56,3951.43,22958.3,21248.0,23027.8,21047.5
2022-07-28,4072.43,4026.13,4078.95,3992.97,23850.0,22957.7,24190.5,22611.6
2022-07-29,4130.29,4087.33,4140.15,4079.22,23774.3,23850.2,24340.0,23451.4
2022-08-01,4118.63,4112.38,4144.95,4096.02,23271.2,23303.4,23484.4,22863.8
2022-08-02,4091.19,4104.21,4140.47,4079.81,22988.6,23271.1,23423.3,22670.8
2022-08-03,4155.17,4107.96,4167.66,4107.96,22820.8,22988.7,23623.7,22698.6
2022-08-04,4151.94,4154.85,4161.29,4135.42,22612.1,22822.2,23214.5,22438.7
2022-08-05,4145.19,4115.87,4151.58,4107.31,23308.2,22613.3,23447.6,22593.5
2022-08-08,4140.06,4155.93,4186.62,4128.97,23816.3,23175.3,24234.1,23160.6
2022-08-09,4122.47,4133.11,4137.3,4112.09,23146.7,23818.1,23912.0,22886.5
2022-08-10,4210.24,4181.02,4211.03,4177.26,23962.9,23150.3,24209.9,22714.7
2022-08-11,4207.27,4227.4,4257.91,4201.41,23935.3,23963.3,24873.5,23864.0
2022-08-12,4280.15,4225.02,4280.47,4219.78,24398.7,23935.3,24440.8,23616.4
2022-08-15,4297.14,4269.37,4301.79,4256.9,24101.7,24303.3,25205.7,23784.5
2022-08-16,4305.2,4290.46,4325.28,4277.77,23856.8,24102.6,24240.8,23693.8
2022-08-17,4274.04,4280.4,4302.18,4253.08,23338.0,23855.8,24423.5,23191.6
2022-08-18,4283.74,4273.13,4292.53,4261.98,23203.6,23337.7,23578.0,23131.3
2022-08-19,4228.48,4266.31,4266.31,4218.7,20831.3,23201.6,23202.3,20807.8
2022-08-22,4137.99,4195.08,4195.08,4129.86,21416.3,21516.8,21517.4,20912.1
2022-08-23,4128.73,4133.09,4159.77,4124.03,21517.2,21416.5,21661.0,20919.6
2022-08-24,4140.77,4126.55,4156.56,4119.97,21365.2,21516.2,21832.3,21171.1
2022-08-25,4199.12,4153.26,4200.54,4147.59,21565.4,21365.4,21801.2,21324.8
2022-08-26,4057.66,4198.74,4203.04,4057.66,20249.9,21564.2,21815.3,20122.4
2022-08-29,4030.61,4034.58,4062.99,4017.42,20295.8,19551.3,20394.5,19551.2
2022-08-30,3986.16,4041.25,4044.98,3965.21,19792.6,20295.6,20558.2,19559.7
2022-08-31,3955.0,4000.67,4015.37,3954.53,20043.9,19793.4,20469.1,19793.4
2022-09-01,3966.85,3936.73,3970.23,3903.65,20126.1,20049.9,20202.7,19584.4
2022-09-02,3924.26,3994.66,4018.43,3906.21,19952.7,20131.6,20428.2,19764.7
2022-09-06,3908.19,3930.89,3942.55,3886.75,18786.4,19793.4,20169.3,18723.3
2022-09-07,3979.87,3909.43,3987.89,3906.03,19281.5,18786.3,19445.9,18548.4
2022-09-08,4006.18,3959.94,4010.5,3944.81,19317.4,19281.5,19444.7,19034.5
2022-09-09,4067.36,4022.94,4076.81,4022.94,21365.2,19318.8,21545.7,19294.1
2022-09-12,4110.41,4083.67,4119.28,4083.67,22395.3,21836.6,22465.4,21581.6
2022-09-13,3932.69,4037.12,4037.12,3921.28,20175.5,22395.3,22702.5,19909.6
2022-09-14,3946.01,3940.73,3961.94,3912.18,20222.5,20175.5,20503.7,19654.2
2022-09-15,3901.35,3932.41,3959.14,3888.28,19701.7,20222.3,20321.4,19532.3
2022-09-16,3873.33,3880.95,3880.95,3837.08,19802.4,19701.9,19883.0,19352.9
2022-09-19,3899.89,3849.91,3900.45,3838.5,19538.9,19417.4,19666.6,18277.8
2022-09-20,3855.93,3875.23,3876.01,3827.54,18872.4,19538.9,19626.3,18742.6
2022-09-21,3789.93,3871.4,3907.07,3789.49,18489.0,18875.1,19758.4,18191.8
2022-09-22,3757.99,3782.36,3790.9,3749.45,19404.0,18488.1,19490.9,18371.0
2022-09-23,3693.23,3727.14,3727.14,3647.47,19293.5,19404.1,19477.3,18554.8
2022-09-26,3655.04,3682.72,3715.67,3644.76,19225.7,18803.1,19304.8,18695.2
2022-09-27,3647.29,3686.44,3717.53,3623.29,19081.0,19228.8,20361.2,18850.4
2022-09-28,3719.04,3651.94,3736.74,3640.61,19411.0,19083.4,19757.8,18505.3
2022-09-29,3640.47,3687.01,3687.01,3610.4,19593.0,19420.2,19631.5,18877.9
2022-09-30,3585.62,3633.48,3671.44,3584.13,19423.0,19593.4,20174.9,19208.9
2022-10-03,3678.43,3609.78,3698.35,3604.93,19628.3,19057.6,19676.0,19001.3
2022-10-04,3790.93,3726.46,3791.92,3726.46,20340.2,19629.7,20436.1,19506.4
2022-10-05,3783.28,3753.25,3806.91,3722.66,20157.5,20340.5,20353.8,19761.7
2022-10-06,3744.52,3771.97,3797.93,3739.22,19956.7,20157.5,20436.7,19873.7
2022-10-07,3639.66,3706.74,3706.74,3620.73,19531.3,19962.4,20051.4,19352.1
2022-10-10,3612.39,3647.51,3652.17,3588.1,19134.6,19441.7,19520.7,19057.0
2022-10-11,3588.84,3595.86,3640.66,3568.45,19059.1,19134.3,19261.3,18868.7
2022-10-12,3577.03,3590.83,3608.34,3573.86,19154.8,19058.5,19212.6,19010.6
2022-10-13,3669.91,3520.37,3685.41,3491.58,19379.8,19154.6,19494.4,18207.9
2022-10-14,3583.07,3690.41,3712.0,3579.68,19181.8,19379.8,19933.9,19098.6
2022-10-17,3677.95,3638.65,3689.73,3638.65,19548.2,19262.2,19663.5,19163.6
2022-10-18,3719.98,3746.26,3762.79,3686.53,19328.2,19548.4,19692.9,19102.8
2022-10-19,3695.16,3703.11,3728.58,3666.51,19123.9,19328.2,19358.6,19101.2
2022-10-20,3665.78,3689.05,3736.0,3656.44,19042.9,19125.1,19334.5,18935.6
2022-10-21,3752.75,3657.1,3757.89,3647.42,19162.6,19042.9,19245.5,18703.3
2022-10-24,3797.34,3762.01,3810.74,3741.65,19331.5,19571.2,19588.6,19177.2
2022-10-25,3859.11,3799.44,3862.85,3799.44,20082.7,19331.8,20406.9,19249.0
2022-10-26,3830.6,3825.97,3886.15,3824.07,20769.5,20086.8,20981.5,20062.9
2022-10-27,3807.3,3834.69,3859.95,3803.79,20292.9,20769.5,20867.9,20231.6
2022-10-28,3901.06,3808.26,3905.42,3808.26,20594.4,20293.0,20744.0,20058.2
2022-10-31,3871.98,3881.85,3893.73,3863.18,20496.3,20626.0,20822.4,20260.0
2022-11-01,3856.1,3901.79,3911.79,3843.8,20483.5,20496.1,20676.6,20348.1
2022-11-02,3759.69,3852.9,3894.44,3758.68,20154.4,20482.9,20778.3,20065.8
2022-11-03,3719.89,3733.25,3750.59,3698.15,20206.4,20154.0,20384.5,20066.6
2022-11-04,3770.55,3766.98,3796.34,3708.84,21145.9,20206.4,21281.9,20184.6
2022-11-07,3806.8,3780.71,3813.95,3764.7,20589.0,20916.3,21055.4,20410.5
2022-11-08,3828.11,3817.02,3859.4,3786.28,18527.4,20589.0,20667.5,17260.0
2022-11-09,3748.57,3810.94,3818.2,3744.22,15886.9,18538.9,18583.8,15603.3
2022-11-10,3956.37,3859.89,3958.33,3859.89,17589.1,15887.0,18138.2,15799.3
2022-11-11,3992.93,3963.72,4001.48,3944.82,17049.9,17589.1,17679.4,16435.5
2022-11-14,3957.25,3977.97,4008.97,3956.4,16613.7,16325.0,17158.4,15834.0
2022-11-15,3991.73,4006.41,4028.84,3953.17,16895.1,16615.0,17112.0,16543.9
2022-11-16,3958.79,3976.82,3983.09,3954.34,16540.5,16895.4,16993.4,16408.2
2022-11-17,3946.56,3919.26,3954.33,3906.54,16691.2,16540.5,16739.7,16425.8
2022-11-18,3965.34,3966.39,3979.89,3935.98,16638.3,16715.4,16846.3,16553.0
2022-11-21,3949.94,3956.23,3962.0,3933.34,15776.2,16278.6,16287.9,15504.2
2022-11-22,4003.58,3965.51,4005.88,3956.88,16212.9,15776.6,16274.6,15620.4
2022-11-23,4027.26,4000.3,4033.78,3998.66,16623.9,16216.9,16677.6,16162.3
2022-11-25,4026.12,4023.34,4034.02,4020.76,16512.3,16600.6,16611.8,16360.9
2022-11-28,3963.94,4005.36,4012.27,3955.77,16211.7,16426.1,16481.4,16013.5
2022-11-29,3957.63,3964.19,3976.77,3937.65,16440.4,16211.9,16531.4,16100.1
2022-11-30,4080.11,3957.18,4080.11,3938.58,17163.9,16440.8,17215.5,16433.2
2022-12-01,4076.57,4087.14,4100.51,4050.87,16972.0,17163.4,17244.7,16868.9
2022-12-02,4071.7,4040.17,4080.48,4026.63,17093.6,16972.2,17096.2,16799.9
2022-12-05,3998.84,4052.02,4052.45,3984.49,16966.5,17106.9,17395.2,16886.9
2022-12-06,3941.26,3996.63,4001.51,3918.39,17089.3,16966.3,17101.1,16914.9
2022-12-07,3933.92,3933.28,3957.57,3922.68,16835.2,17089.4,17126.7,16715.3
2022-12-08,3963.51,3947.79,3974.19,3935.83,17225.7,16835.2,17294.2,16765.8
2022-12-09,3934.38,3954.17,3977.02,3933.04,17125.7,17225.6,17288.6,17082.1
2022-12-12,3990.56,3939.29,3990.71,3935.3,17210.4,17093.2,17232.5,16878.5
2022-12-13,4019.65,4069.38,4100.96,3993.03,17778.6,17210.9,17951.6,17094.5
2022-12-14,3995.32,4015.54,4053.76,3965.65,17796.4,17778.6,18351.8,17682.1
2022-12-15,3895.75,3958.37,3958.37,3879.45,17356.1,17796.4,17846.1,17298.2
2022-12-16,3852.36,3890.91,3890.91,3827.91,16629.6,17356.7,17518.5,16542.4
2022-12-19,3817.66,3853.79,3854.86,3800.04,16441.3,16741.1,16809.5,16331.2
2022-12-20,3821.62,3810.47,3838.24,3795.62,16902.8,16441.3,17031.3,16400.7
2022-12-21,3878.44,3839.49,3889.82,3839.49,16831.8,16902.7,16919.4,16735.0
2022-12-22,3822.39,3853.26,3853.26,3764.49,16820.6,16831.8,16862.2,16566.1
2022-12-23,3844.82,3815.11,3845.8,3797.01,16779.1,16820.5,16910.7,16768.0
2022-12-27,3829.25,3843.34,3846.65,3813.22,16706.1,16918.2,16964.0,16610.1
2022-12-28,3783.22,3829.56,3848.32,3780.78,16546.2,16705.9,16781.1,16474.2
2022-12-29,3849.28,3805.45,3858.19,3805.45,16636.4,16546.2,16659.1,16496.6
2022-12-30,3839.5,3829.06,3839.85,3800.34,16607.2,16636.4,16644.4,16360.0
2023-01-03,3824.14,3853.29,3878.46,3794.33,16674.2,16673.1,16773.2,16607.2
2023-01-04,3852.97,3840.36,3873.16,3815.77,16852.1,16674.2,16976.5,16656.5
2023-01-05,3808.1,3839.74,3839.74,3802.42,16829.8,16852.2,16877.9,16772.3
2023-01-06,3895.08,3823.37,3906.19,3809.56,16950.9,16829.8,17012.3,16707.6
2023-01-09,3892.09,3910.82,3950.57,3890.42,17180.1,17119.0,17390.8,17107.1
2023-01-10,3919.25,3888.57,3919.83,3877.29,17439.1,17180.1,17491.0,17151.7
2023-01-11,3969.61,3932.35,3970.07,3928.54,17942.3,17440.5,17989.8,17323.9
2023-01-12,3983.17,3977.57,3997.76,3937.56,18851.3,17941.0,19055.3,17915.5
2023-01-13,3999.09,3960.6,4003.95,3947.67,19927.0,18850.8,19981.6,18723.8
2023-01-17,3990.97,3999.28,4015.39,3984.57,21137.1,21184.4,21506.4,20926.2
2023-01-18,3928.86,4002.25,4014.16,3926.59,20670.6,21137.1,21584.1,20448.3
2023-01-19,3898.85,3911.84,3922.94,3885.54,21081.2,20670.6,21169.4,20669.7
2023-01-20,3972.61,3909.04,3972.96,3897.86,22677.2,21074.9,22718.5,20879.3
2023-01-23,4019.81,3978.14,4039.31,3971.64,22915.5,22709.0,23161.8,22527.9
2023-01-24,4016.95,4001.74,4023.92,3989.79,22632.5,22916.3,23156.1,22517.1
2023-01-25,4016.22,3982.71,4019.55,3949.06,23055.1,22632.5,23779.0,22366.3
2023-01-26,4060.43,4036.08,4061.57,4013.29,23016.0,23055.2,23259.5,22869.0
2023-01-27,4070.56,4053.72,4094.21,4048.7,23074.6,23016.0,23480.3,22602.9
2023-01-30,4017.77,4049.27,4063.85,4015.55,22832.2,23746.0,23794.0,22560.0
2023-01-31,4076.6,4020.85,4077.16,4020.44,23125.1,22832.2,23262.9,22724.9
2023-02-01,4119.21,4070.07,4148.95,4037.2,23725.6,23124.7,23784.5,22809.6
2023-02-02,4179.76,4158.68,4195.44,4141.88,23427.6,23726.2,24207.2,23398.1
2023-02-03,4136.48,4136.69,4182.36,4123.36,23431.2,23429.1,23694.1,23233.8
2023-02-06,4111.08,4119.57,4124.63,4093.38,22761.8,22936.0,23130.6,22633.7
2023-02-07,4164.0,4105.35,4176.54,4088.39,23251.7,22761.8,23338.8,22748.2
2023-02-08,4117.86,4153.47,4156.85,4111.67,22964.6,23251.7,23425.1,22691.7
2023-02-09,4081.5,4144.25,4156.23,4069.67,21792.5,22964.6,23003.6,21744.6
2023-02-10,4090.46,4068.92,4094.36,4060.79,21635.0,21792.5,21933.6,21491.7
2023-02-13,4137.29,4096.62,4138.9,4092.67,21772.6,21782.7,21887.5,21418.7
2023-02-14,4136.13,4126.7,4159.77,4095.01,22198.5,21776.9,22308.6,21556.2
2023-02-15,4147.6,4119.5,4148.11,4103.98,24327.9,22198.5,24330.9,22050.8
2023-02-16,4090.41,4114.75,4136.54,4089.49,23539.6,24328.1,25233.8,23525.9
2023-02-17,4079.09,4077.39,4081.51,4047.95,24573.5,23538.2,24984.7,23373.0
2023-02-21,3997.34,4052.35,4052.35,3995.19,24450.7,24839.5,25236.8,24160.8
2023-02-22,3991.05,4001.83,4017.37,3976.9,24186.6,24450.7,24474.3,23593.4
2023-02-23,4012.32,4018.6,4028.3,3969.19,23936.3,24186.6,24590.4,23637.9
2023-02-24,3970.04,3973.24,3978.25,3943.08,23191.5,23936.4,24123.4,22970.3
2023-02-27,3982.24,3992.36,4018.05,3973.55,23494.1,23558.7,23876.2,23166.8
2023-02-28,3970.15,3977.19,3997.5,3968.98,23130.5,23494.0,23595.0,23033.8
2023-03-01,3951.39,3963.34,3971.73,3939.05,23642.2,23130.6,23914.1,23025.3
2023-03-02,3981.35,3938.68,3990.84,3928.16,23465.4,23642.2,23780.5,23208.7
2023-03-03,4045.64,3998.02,4048.29,3995.17,22354.4,23465.6,23473.4,22051.9
2023-03-06,4048.42,4055.15,4078.49,4044.61,22410.0,22428.2,22595.4,22320.1
2023-03-07,3986.37,4048.26,4050.0,3980.31,22197.8,22410.1,22535.1,21968.6
2023-03-08,3992.01,3987.55,4000.41,3969.76,21710.8,22197.8,22274.3,21661.3
